Chat_ID,Course_id
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,99
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
-786826195,99
604663713,105
-786826195,114
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
604663713,105
